System_ID,System_Type,Location,Stack_Direction,System_Name,Category,#,Layer,Material,Thickness_in,Approx_R_Value,Connection,Fastener,Fastener_Size,Layer_Type,Fill,Fastener_Icon,Fastener_Spacing_OC_in,Min_Edge_Dist_in,Min_End_Dist_in,Fastener_Pattern,Typ_Module_Width_in,Element_Spacing_OC_in,Cavity_Depth_in,Control_Joint_Spacing_ft,Draw_Module_Joints,Draw_Control_Joints,Draw_Fastener_Graphics,Detail_Max_Module_Joints,Detail_Min_Feature_Px,Config_Key,Config_Value,Sheet_Order,Diagram_Detail_Level,Diagram_Label,Diagram_Hatch,Diagram_Section_Zones_JSON,Diagram_Plan_Zones_JSON,View_Orientation,View_Reverse,View_Top_Label,View_Bottom_Label,Drawing_Note,Plan_Draw_Layers,Plan_Implementation_Grid_in
A4-21,foundation_wall_below_grade,typical,wall_interior_to_exterior,Foundation Wall,Structural System,TOTAL,—,—,14.375,10.0,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,1,CLT Wall Panel Base,Exposed CLT wall panel bearing on assembly above - align with A4-04,5.5,6.5,CLT -------> sill / plate assembly - concealed connectors,Structural screws + concealed base hardware,5/16 in x 5 in,CLT,CLT,,6,1.5,2.5,Single row at bearing - coordinate with anchor layout,48–96,,,,,,,,,,,22,,WALL BASE (CLT TO CONCRETE),p-WOOD,"[{""nx"":0.03398058252427184,""ny"":0.9,""nw"":0.05825242718446602,""nh"":0.014285714285714285,""nlx"":0.06634304207119741,""nly"":0.9071428571428571}]",[],WALL,0,,,First CLT course above concrete; maintain 1/8 in min gap at ends for expansion; seal exterior joint per A4-06 WRB,wall,48
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,2,Anchor Bolts + Hold-Downs,Heavy anchor bolts and hold-down straps at shear walls - per structural schedule,1,0,Anchors -------> concrete embed + CLT panel base - nuts torqued,Hex nuts + plate washers,5/8 in - 3/4 in,METAL,METAL,,Per schedule,3,4,Pattern per shop drawings - verify edge distances,Per panel,,,,,,,,,,,,,,,,,,,,,Detail drawing required at typical and corner; coordinate with concealed post base in A4-01 where used together,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,3,Sill Plate / Steel Bearing Plate,Pressure-treated sill or hot-dip galvanized steel bearing plate - shimmed level,1.5,0.25,Plate -------> anchor bolts - nuts + washers torqued per spec,Cast-in or epoxy anchor bolts,5/8 in dia. typ.,WOOD,WOOD,,24,1.5,3,Anchor pattern per structural - double row if required,Per panel width,,,,,,,,,,,,,,,,,,,,,Provide EPDM pad between steel and CLT per A4-04 neoprene detail where spec calls for both,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,4,Peel-and-Stick Membrane Flashing,Peel-and-stick membrane flashing at concrete bearing - fully adhered,0.125,0,Barrier -------> concrete top of wall - fully adhered + lapped,Taped seams,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Continuous across bearing length; lap up CLT min 4 in behind panel,Continuous,,,,,,,,,,,,,,,,,,,,,Capillary break at concrete-to-wood interface; integrate with A4-21 waterproofing at exterior,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,5,Compressible Sill Gasket,Compressible sill gasket between membrane and sill plate,0.125,0,Gasket -------> membrane + sill plate - compression seal,N/A,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous across bearing - no gaps at plate ends,Continuous,,,,,,,,,,,,,,,,,,,,,Termite inspection gap per code where required; coordinate with structural shim schedule,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,6,Concrete Bearing Shelf / Slab Edge,Cast-in-place concrete ledge - curb - or thickened slab edge - level + square,6,0,Concrete -------> foundation wall or podium slab - cast monolithic,Cast in place,N/A,CONCRETE,CONCRETE,,N/A,N/A,N/A,Edge tolerance +1/8 in / -1/4 in; anchor bolt layout coordinated pre-pour,Continuous,,,,,,,,,,,,,,,,,,,,,Required for A4-01 and A4-04 base conditions at grade or podium; coordinate anchor template,wall,
A4-22,clt_connection_wall_base_concrete,typical,wall_interior_to_exterior,CLT Wall Base to Concrete,Structural System,TOTAL,—,—,14.25,6.75,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-23,ceiling_acoustic_resilient_below_clt,typical,slab_top_to_bottom,Acoustic Ceiling Below CLT,Interior System,1,Resilient Ceiling Channel / Clips,Metal resilient channel or engineered acoustic clip system below CLT soffit,0.5,0,Channel -------> CLT panel underside - screw attach per manufacturer,Self-tapping screws per clip mfr,#8 x 1.25 in typ.,METAL,METAL,,16,0.75,1.5,Single row at channel flange - 16 in o.c. perpendicular to channel run,Continuous,,,,,,,,,,,23,,ACOUSTIC CEILING BELOW CLT,p-MISC,[],[],FLOOR,1,↓ FINISH SURFACE,↑ STRUCTURE,Isolate channel from CLT with approved gasket where required; maintain min 1 in cavity depth for batt; STC/IIC per assembly testing,floor,
A4-23,ceiling_acoustic_resilient_below_clt,typical,slab_top_to_bottom,Acoustic Ceiling Below CLT,Interior System,2,Mineral Wool Acoustic Batt,High-density mineral wool batt in ceiling cavity below CLT,1,4,Batt -------> friction fit between resilient channels,N/A (friction fit),N/A,INSULATION,INSULATION,,N/A,N/A,N/A,Friction fit - full cavity fill - no compression voids,Continuous,,,,,,,,,,,,,,,,,,,,,8–10 pcf density min; full fill between channels; butt joints tight; coordinate with MEP sleeves and firestopping,floor,
A4-23,ceiling_acoustic_resilient_below_clt,typical,slab_top_to_bottom,Acoustic Ceiling Below CLT,Interior System,3,Gypsum Ceiling Board,Type X gypsum ceiling board - acoustic sealant at perimeter,0.625,0.56,GWB -------> resilient channel furring - screw attach,Type S drywall screws,1-1/4 in coarse thread,MISC,MISC,,12,0.375,0.625,Single row at each channel - 12 in o.c. field - 8 in at board edges,48 x 96 (board size),,,,,,,,,,,,,,,,,,,,,Acoustic sealant at perimeter and all penetrations; stagger joints; two layers optional for higher STC; tape and finish per Level 4 where exposed. See A4-02 for floor finish stack above CLT.,floor,
A4-23,ceiling_acoustic_resilient_below_clt,typical,slab_top_to_bottom,Acoustic Ceiling Below CLT,Interior System,TOTAL,—,—,2.125,4.56,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,floor,
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,1,Intumescent Coating at Hanger Zones,Water-based intumescent paint - 2 coats - at concealed hanger and bearing contact zones,0.0625,0,Coating -------> GLT beam face at all steel contact zones,Brush/roller applied,N/A,MISC,MISC,,N/A,N/A,N/A,Roller/brush applied - 2 coats - at all hanger contact zones,Connection zone area only,,,,,,,,,,,24,,GLT BEAM (LONG-SPAN ROOMS),p-WOOD,"[{""nx"":0.41585760517799353,""ny"":0.63,""nw"":0.08737864077669903,""nh"":0.014285714285714285,""nlx"":0.459546925566343,""nly"":0.6371428571428571},{""nx"":0.41585760517799353,""ny"":0.34,""nw"":0.08737864077669903,""nh"":0.014285714285714285,""nlx"":0.459546925566343,""nly"":0.34714285714285714}]","[{""nx"":0.1736111111111111,""ny"":0.515625,""nw"":0.5231481481481481,""nh"":0.024305555555555556,""nlx"":0.2847222222222222,""nly"":0.5277777777777778}]",SPECIAL,0,,,Apply 2 coats at all concealed hanger + bearing contact zones; extend 2 in beyond steel perimeter on all sides; coordinate with structural fire rating,wall,
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,2,GLT Structural Beam / Girder,Structural glued-laminated timber (glulam) beam or girder - DF or SPF - grade-stamped - exposed low-VOC clear matte finish - depth per span,16,18,GLT beam -------> concealed steel hangers at walls + CLT or decking bearing on top,Concealed beam hangers + structural screws into GLT,Per structural engineer,WOOD,WOOD,,Per engineer,1.5,3,Hanger pattern per shop drawings - verify edge + end distances,8–24 in wide (beam section); 96–192 in o.c. (beam spacing typ.),96–192,,,,,,,,,,,,,,,,,,,,Use where interior clear spans exceed comfortable CLT-only limits; depth,wall,
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,3,Concealed Steel Beam Hanger / Knife Plate,Hot-dip galvanized concealed hanger or knife plate - bolted to CLT wall - capacity per schedule,0.375,0,Hanger -------> CLT wall embed + GLT beam end or side grain,Hex bolts at steel; lag screws or STS into GLT and CLT,1/2 in x 6 in bolts typ.; STS per engineer,METAL,METAL,,Per schedule,1.5,3,Pattern per manufacturer - min 2 bolts each leg,Per hanger module,,,,,,,,,,,,,,,,,,,,,Simpson or Rothoblaas or custom fabricated; EPDM pad between steel + GLT where spec; do not notch tension zone of GLT without engineer approval,wall,
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,4,Neoprene Bearing Pad,Neoprene elastomeric bearing pad at GLT bearing on ledge or corbel,0.375,0,Pad -------> concrete or CLT ledge + GLT soffit bearing line,Construction adhesive at discrete points,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous full-width pad under bearing length,Matches bearing width,,,,,,,,,,,,,,,,,,,,,Full-width pad under GLT reaction; min 3/8 in thick; 40–60 Shore A; trim flush; coordinate dry vs wet conditions at exterior-bearing conditions,wall,
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,5,Supporting CLT Wall / Ledger,CLT structural wall or ledger panel providing vertical reaction - align with A4-04 core,5.5,6.5,CLT support -------> foundation or floor below - concealed connectors,Concealed CLT connectors + structural screws,5/16 in x 5 in typ.,CLT,CLT,,6,1.5,2.5,Single row at bearing edges per A4-04,48–96,,,,,,,,,,,,,,,,,,,,,Supporting wall matches A4-04 CLT wall core where used; coordinate anchor bolts at concrete ledge per A4-22; floor deck above GLT: see A4-02 with bearing on GLT per structural,wall,48
A4-24,glt_long_span_room,typical,special,GLT Beam (Long-Span Rooms),Structural System,TOTAL,—,—,22.3125,24.5,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,wall,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,1,Interior Latex Sealer / Traffic Coating,Low-VOC acrylic sealer or traffic coating at exposed parking column faces - reapply per maintenance schedule,0.0625,0,Coating -------> SFRM or bare concrete per fire design - roller applied,Roller applied,N/A,MISC,MISC,,N/A,N/A,N/A,Two coats at exposed faces; coordinate slip resistance class with civil; omit over raw SFRM unless approved by fire design,Column perimeter,,,,,,,,,,,25,,BASEMENT CONCRETE COLUMNS,p-CONCRETE,"[{""nx"":0.42,""ny"":0.9057142857142857,""nw"":0.04854368932038835,""nh"":0.06,""nlx"":0.4442718446601942,""nly"":0.9357142857142857}]","[{""nx"":0.35,""ny"":0.72,""nw"":0.06,""nh"":0.08,""nlx"":0.38,""nly"":0.76}]",FLOOR,0,↓ EXPOSED FACE,↑ STRUCTURE / SOG,Typical cast-in-place column at basement / underground parking grid; coordinate size + reinforcing with structural; IBC fire rating at garage; tie to A4-19 podium deck and A4-20 pads; board wrap or intumescent may substitute for SFRM per listed assembly,floor;column,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,2,Spray-Applied Fireproofing (SFRM) or Rated Board,Cementitious SFRM - intumescent coating - or gypsum board wrap per UL/IBC assembly for column fire rating,1,0,SFRM or board -------> concrete column face - anchors or adhesive per listing,Spray or screws per UL,N/A,MISC,MISC,,N/A,N/A,N/A,Thickness and density per tested design; maintain continuity at slab edge and corners,Column perimeter,,,,,,,,,,,,,,,,,,,,,Omit if structural concrete alone meets rating; coordinate exposed finish with layer 1; alternative: rigid shaft liner board system per engineer,floor;column,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,3,Cast-in-Place Reinforced Concrete Column,Square or round CIP column - normal-weight concrete - fc per structural - vibrated in lifts,18,0,Concrete -------> continuity steel below + slab or beam above - cast monolithic,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Consolidate lifts max 4 ft; construction joints per structural; cure per ACI,Typ 18x18 in min (verify),,,,,,,,,,,,,,,,,,,,,18 in shown representative; verify width/depth and spiral/tie spacing on structural drawings; cover per ACI 318 exposure class,floor;column,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,4,Longitudinal + Transverse Reinforcement,Longitudinal bars + ties or spirals per structural schedule - epoxy or uncoated per exposure class,1.5,0,Steel -------> full embedment in concrete - lap splices per structural,Lap splices per structural,N/A,METAL,METAL,,Per schedule,Per schedule,N/A,Place per shop drawings; chair and support before pour,Column cage,,,,,,,,,,,,,,,,,,,,,Coordinate lap lengths with A4-19 deck reinforcing; dowels from A4-20 pads where applicable,floor;column,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,5,Concrete Pedestal / Slab Bearing Interface,Bearing shelf at SOG - podium slab - or isolated pad - level + anchor template coordinated pre-pour,2,0,Pedestal -------> structural slab or footing below - monolithic or construction joint per drawings,Cast in place,N/A,CONCRETE,CONCRETE,,N/A,N/A,N/A,Edge tolerance per A4-22; vapor retarder at interior SOG per A4-07 where heated slab above,Per column,,,,,,,,,,,,,,,,,,,,,Tie to A4-19 transfer level and A4-20 footing schedule; maintain cover at bearing,floor;column,
A4-25,basement_parking_concrete_column,basement,slab_top_to_bottom,Basement Concrete Columns (Underground Parking),Structural System,TOTAL,—,—,22.5625,0,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,floor;column,
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,1,Type X Gypsum Shaft Liner (2 layers),Type X gypsum shaft liner - screw attached - joints taped - fire-taped at all corners,1.25,0.3,GWB -------> resilient channel or wood furring - screw attach,Type S drywall screws,1-5/8 in coarse thread,MISC,MISC,,12,0.375,0.625,12 in o.c. field - 8 in at edges - stagger layers,48 x 96,,,,,,,,,,,26,,CLT ELEVATOR SHAFT,p-CLT,"[{""nx"":0.5,""ny"":0.12,""nw"":0.02427184466019417,""nh"":0.72,""nlx"":0.5121359223300971,""nly"":0.48}]","[{""nx"":0.44,""ny"":0.38,""nw"":0.07,""nh"":0.1,""nlx"":0.475,""nly"":0.43}]",WALL,0,,,IBC Chapter 30 hoistway construction; maintain shaft tolerances for elevator installer; coordinate smoke and fire barriers at each landing with door supplier; see A4-04 for CLT core connectors at floor edges,wall,
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,2,Resilient Channel Furring (optional),RC-1 resilient channel or engineered furring strip for shaft liner offset,0.625,0,Channel -------> CLT face - screw attach per manufacturer,Self-tapping screws per mfr,#8 x 1-1/4 in typ.,METAL,METAL,,16,0.75,1.5,16 in o.c. perpendicular to channel run,Continuous,,,,,,,,,,,,,,,,,,,,,Omit where shaft liner is direct-screwed to CLT per fire-tested assembly; maintain listed assembly number on drawings,wall,
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,3,Mineral Wool Fire Safing,Cavity fill at shaft perimeter - non-combustible - full thickness of chase,2,4,Batt -------> friction fit between CLT and liner,N/A (friction fit),N/A,INSULATION,INSULATION,,N/A,N/A,N/A,Full fill - no voids at door frames and sill angles,Continuous,,,,,,,,,,,,,,,,,,,,,Density and thickness per fire-rated assembly; seal perimeter with approved fire caulk at rated penetrations,wall,
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,4,CLT Structural Shaft Wall Panel,5-ply CLT elevator shaft wall - grade-stamped - exposed or protected face per code,5.5,6.5,CLT -------> floor and roof diaphragms - concealed connectors,Structural screws + concealed angles,5/16 in x 5 in,CLT,CLT,,6,1.5,2.5,Single row at bearing; angles at floor lines per structural,48–96,,,,,,,,,,,,,,,,,,,,,Coordinate hoistway net inside dimensions with elevator vendor before fabrication; maintain minimum clear per IBC; fire treatment at MEP sleeves per tested detail,wall,48
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,5,Intumescent or Fire-Rated Coating at Penetrations,Fire-rated sealant or intumescent at sleeve clusters - maintain listed assembly,0.125,0,Sealant -------> penetrations through CLT - tooled flush,Fire caulk per UL system,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous bead at sleeve to CLT interface,Per penetration,,,,,,,,,,,,,,,,,,,,,All MEP penetrations through rated shaft wall per UL-listed detail; coordinate with firestopping submittal,wall,
A4-26,clt_elevator_shaft_wall,typical,wall_interior_to_exterior,CLT Elevator Shaft,Structural System,TOTAL,—,—,9.5,10.8,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,1,Solid Wood Door Leaf,Solid core wood swing door - veneer or paint-grade - low-VOC factory finish,1.75,0.5,Door leaf -------> hinges + frame - mortised hardware,Mortise hinges + machine screws,Per hinge schedule,WOOD,WOOD,,N/A,N/A,N/A,Hinges per hardware schedule - 3 hinges typ. above 7'-0 height,Per door leaf width,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Plan editor trial: typical rated wood door leaf; verify fire rating and hardware set on contract documents,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,2,Door Frame Assembly,Thermally broken wood-clad aluminum or hollow metal frame - factory welded or knocked down,2,0.5,Frame -------> rough opening surround - shimmed plumb + square,Structural frame screws,#10 x 3.5 in typ.,METAL,METAL,,12,0.75,1.5,Single row each jamb + head - 12 in o.c. - sill anchored per detail,Per rough opening size,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Shim at hinges and strike; maintain 1/8 in clearance to structure; coordinate with A4-06 WRB sequence at exterior doors,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,3,Weatherstripping + Automatic Door Bottom,Perimeter compression weatherstrip + drop seal at rated assemblies,0.25,0,Seal -------> frame rebate + door bottom - screw or adhesive per mfr,Self-tapping screws typ.,#6 x 1/2 in,MISC,MISC,,N/A,N/A,N/A,Continuous at head + jambs; drop seal at sill per listing,Per door perimeter,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Listed smoke and draft assembly where required; verify undercut vs finish floor after flooring install,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,4,Sill / Threshold,Aluminum ADA-compliant threshold - sloped 1:2 max at interior side - thermally broken where exterior,1.5,0,Threshold -------> concrete or wood subfloor - anchors + sealant,Concrete anchors + sealant,Per anchor schedule,METAL,METAL,,N/A,N/A,N/A,Anchors at 12 in o.c. max - shim level - sealant at substrate,Per opening width,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Coordinate 1/4 in per ft exterior slope at outswing conditions; maintain accessible clear width after threshold install,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,5,Flashing Tape at Rough Opening,Flexible flashing tape at all rough opening perimeter - lapped into WRB,0.0625,0,Tape -------> rough opening perimeter + WRB - fully adhered,Self-adhered + taped seams,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Install sill first then jambs then head - lap 6 in min into WRB,Per rough opening perimeter,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Same sequence as A4-08 window opening; integrate with A4-06 exterior wall WRB,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,6,Rough Opening Surround,LVL header + jamb studs or 5-ply CLT surround where structurally scheduled,3.5,4,Surround -------> CLT structural wall panel,Structural wood screws,#10 x 5 in,WOOD,WOOD,,8,0.75,1.5,Single row each face - 8 in o.c.,Per rough opening size,,,,,,,,,,,27,,DOOR / OPENING ASSEMBLY,p-WOOD,[],[],SPECIAL,0,,,Header sizing per structural; maintain bearing path to A4-04 core; fire blocking per code at rated doors,door,
A4-27,opening_door_typical,typical,special,Door Opening,Building Envelope,TOTAL,—,—,9.0625,5.5,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,door,
A4-28,door_typical,typical,special,Door (Typical Leaf + Hardware),Building Envelope,1,Solid Core Door Leaf,Solid core wood swing door - factory finish both faces - veneer or paint-grade - low-VOC,1.75,0.5,Door leaf -------> mortise hinges + lock prep - shop machined,Mortise machine screws,Per hardware schedule,WOOD,WOOD,,N/A,N/A,N/A,Factory hinge + lock mortises per template; verify hand and swing,Per door leaf width,,,,,,,,,,,28,1,TYPICAL DOOR (LEAF + HARDWARE),p-WOOD,"[{""nx"":0.44,""ny"":0.12,""nw"":0.12,""nh"":0.72,""nlx"":0.5,""nly"":0.48}]","[{""nx"":0.42,""ny"":0.38,""nw"":0.09,""nh"":0.2,""nlx"":0.465,""nly"":0.48}]",SPECIAL,0,,,"Door unit (leaf + hardware) only; coordinate install with A4-27 Door Opening (frame, threshold, flashing, rough opening). Use implementation plan Doors tool (Plan_Draw_Layers: door). Verify fire rating label and hardware group on contract documents.",door,
A4-28,door_typical,typical,special,Door (Typical Leaf + Hardware),Building Envelope,2,Mortise Hinge Set (3 nr),Ball-bearing mortise hinges - 4-1/2 in x 4-1/2 in - stainless or brass per schedule,0.125,0,Hinges -------> door edge + frame hinge prep - machine screwed,#12 x 1-1/4 in machine screws,Per hinge template,METAL,METAL,,N/A,N/A,N/A,Three hinges standard above 7'-0 in leaf height; fourth hinge for heavy or oversized rated doors per schedule,4-1/2 in hinge height,,,,,,,,,,,28,,TYPICAL DOOR (LEAF + HARDWARE),p-METAL,[],[],SPECIAL,0,,,Template-fasten plumb; rated hinges where door is fire-rated; coordinate hinge reinforcement with frame shop drawings,door,
A4-28,door_typical,typical,special,Door (Typical Leaf + Hardware),Building Envelope,3,Mortise Lockset + Deadbolt,BHMA Grade 1 mortise lockset and deadbolt - keyed function per hardware schedule,0.25,0,Lock bodies -------> door mortise pockets - face plates screwed,#8 x 1 in machine screws typ.,Per mfr,METAL,METAL,,N/A,N/A,N/A,Thru-bolted armor fronts where schedule requires; electric latch retraction or strikes coordinate with MEP,Per door thickness,,,,,,,,,,,28,,TYPICAL DOOR (LEAF + HARDWARE),p-METAL,[],[],SPECIAL,0,,,Keying per owner hardware schedule; verify backset and door thickness before shop order,door,
A4-28,door_typical,typical,special,Door (Typical Leaf + Hardware),Building Envelope,4,Perimeter Seals + Automatic Door Bottom,Kerf-in or surface-mounted jamb weatherstrip on leaf + automatic door bottom - listed where rated,0.25,0,Seals -------> door edges and bottom rail - screw or adhesive per mfr,Self-tapping screws typ.,#6 x 1/2 in,MISC,MISC,,N/A,N/A,N/A,Continuous at meeting stiles for pairs; adjust door bottom after finish flooring,Per door perimeter,,,,,,,,,,,28,,TYPICAL DOOR (LEAF + HARDWARE),p-MISC,[],[],SPECIAL,0,,,Listed smoke and draft control where required; verify undercut vs A4-27 threshold after flooring install,door,
A4-28,door_typical,typical,special,Door (Typical Leaf + Hardware),Building Envelope,TOTAL,—,—,2.375,0.5,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,door,
